week,CITY,precipitation_avg,precipitation_max
201206,Duas Barras,0.533,3.1604
201206,Duque De Caxias,1.0856,7.6914
201206,Engenheiro Paulo De Frontin,2.9958,19.969
201206,Guapimirim,0.5124,3.4115
201206,Iguaba Grande,0.0611,0.4131
201206,Itaboraí,0.1864,1.2284
201206,Itaguaí,2.4754,17.1545
201206,Italva,0.0062,0.0
201206,Itaocara,0.1227,0.7497
201206,Itaperuna,0.1185,0.6242
201206,Itatiaia,1.4244,7.9549
201206,Japeri,2.7161,18.5858
201206,Laje Do Muriaé,0.2624,1.4815
201206,Macaé,0.0,0.0
201206,Macuco,0.2827,1.6711
201206,Magé,0.5613,3.9487
201206,Mangaratiba,2.9873,20.3803
201206,Maricá,0.0568,0.3902
201206,Mendes,3.0928,20.476
201206,Mesquita,1.6136,11.3301
201206,Miguel Pereira,2.6921,18.2392
201206,Miracema,0.2682,1.5884
201206,Natividade,0.2118,1.1398
201206,Nilópolis,1.4274,10.0237
201206,Niterói,0.1414,0.9886
201206,Nova Friburgo,0.4597,2.5635
201206,Nova Iguaçu,1.7247,12.0905
201206,Paracambi,2.8739,19.4472
201206,Paraíba Do Sul,2.073,13.804
201206,Paraty,6.5742,45.6097
201206,Paty Do Alferes,2.5668,17.5129
201206,Petrópolis,1.3514,9.3622
201206,Pinheiral,2.5437,16.2692
201206,Piraí,2.7565,18.1978
201206,Porciúncula,0.268,1.4647
201206,Porto Real,1.3349,7.3277
201206,Quatis,1.4565,8.1805
201206,Queimados,2.2545,15.6801
201206,Quissamã,0.0,0.0
201206,Resende,0.8204,3.6108
201206,Rio Bonito,0.1467,0.8735
201206,Rio Claro,2.5791,16.8052
201206,Rio Das Flores,2.8893,18.7468
201206,Rio Das Ostras,0.031,0.203
201206,Rio De Janeiro,0.4783,3.4036
201206,Santa Maria Madalena,0.073,0.1388
201206,Santo Antônio De Pádua,0.225,1.3474
201206,São Fidélis,0.0,0.0
201206,São Francisco De Itabapoana,0.0,0.0
201206,São Gonçalo,0.2313,1.6445
201206,São João Da Barra,0.0,0.0
201206,São João De Meriti,1.2673,8.926
201206,São José De Ubá,0.0867,0.4468
201206,São José Do Vale Do Rio Preto,1.0184,6.4408
201206,São Pedro Da Aldeia,0.0507,0.3627
201206,São Sebastião Do Alto,0.1623,0.788
201206,Sapucaia,1.1218,7.2048
201206,Saquarema,0.0629,0.423
201206,Seropédica,2.6064,18.0324
201206,Silva Jardim,0.136,0.8232
201206,Sumidouro,0.7411,4.6005
201206,Tanguá,0.147,0.9107
201206,Teresópolis,0.5737,3.4
201206,Trajano De Moraes,0.1042,0.4014
201206,Três Rios,1.8115,11.9892
201206,Valença,3.2417,20.8723
201206,Varre-Sai,0.1636,0.5784
201206,Vassouras,3.3793,22.206
201206,Volta Redonda,2.2419,14.0389
201207,Angra Dos Reis,4.3867,30.9145
201207,Aperibé,1.6328,5.4843
201207,Araruama,0.9342,3.8681
201207,Areal,2.8129,17.2397
201207,Armação Dos Búzios,0.8027,3.5636
201207,Arraial Do Cabo,0.9241,4.5584
201207,Barra Do Piraí,2.5823,15.3926
201207,Barra Mansa,3.6442,23.2355
201207,Belford Roxo,1.1085,5.0071
201207,Bom Jardim,1.9384,7.5953
201207,Bom Jesus Do Itabapoana,1.9589,7.7347
201207,Cabo Frio,0.868,3.9811
201207,Cachoeiras De Macacu,1.4607,6.303
201207,Cambuci,1.6541,5.3351
201207,Campos Dos Goytacazes,1.5832,6.4282
201207,Cantagalo,1.7989,6.8548
201207,Carapebus,1.0028,3.9333
201207,Cardoso Moreira,1.6342,5.5657
201207,Carmo,1.9799,8.7551
201207,Casimiro De Abreu,0.7785,1.9663
201207,Comendador Levy Gasparian,2.54,15.4574
201207,Conceição De Macabu,1.0266,2.9216
201207,Cordeiro,1.8875,7.2733
201207,Duas Barras,2.0798,8.6898
201207,Duque De Caxias,1.0646,4.6384
201207,Engenheiro Paulo De Frontin,2.4577,13.5648
201207,Guapimirim,2.221,13.762
201207,Iguaba Grande,0.8666,3.4941
201207,Itaboraí,1.4051,6.8529
201207,Itaguaí,1.9939,12.2924
201207,Italva,1.7073,5.9107
201207,Itaocara,1.5768,5.1503
201207,Itaperuna,1.9665,7.5056
201207,Itatiaia,4.7115,31.0916
201207,Japeri,1.5356,7.7384
201207,Laje Do Muriaé,2.1423,8.6249
201207,Macaé,0.6078,1.5221
201207,Macuco,1.5363,5.2992
201207,Magé,1.663,9.5201
201207,Mangaratiba,3.2307,22.6649
201207,Maricá,1.1125,4.7746
201207,Mendes,2.4508,13.9028
201207,Mesquita,1.1237,5.0836
201207,Miguel Pereira,2.6541,16.0066
201207,Miracema,1.9312,7.3821
201207,Natividade,2.1571,8.8337
201207,Nilópolis,1.0474,4.4335
201207,Niterói,1.1482,4.2533
201207,Nova Friburgo,2.3099,9.6383
201207,Nova Iguaçu,1.1742,5.4185
201207,Paracambi,1.7265,9.2859
201207,Paraíba Do Sul,2.5049,15.9396
